gpu_energy,gpu_usage,job_max_power,job_range_power,job_min_power,n_no_tele_6h,n_no_tele_1h,n_no_tele_15min,n_no_tele_5min,n_no_tele_1min,n_NA_power_6h,n_NA_core_temp_6h,n_NA_mem_temp_6h,n_NA_power_1h,n_NA_core_temp_1h,n_NA_mem_temp_1h,n_NA_power_15min,n_NA_core_temp_15min,n_NA_mem_temp_15min,n_NA_power_5min,n_NA_core_temp_5min,n_NA_mem_temp_5min,n_NA_power_1min,n_NA_core_temp_1min,n_NA_mem_temp_1min,power_fluct_6h,core_temp_fluct_6h,mem_temp_fluct_6h,power_fluct_1h,core_temp_fluct_1h,mem_temp_fluct_1h,power_fluct_15min,core_temp_fluct_15min,mem_temp_fluct_15min,power_fluct_5min,core_temp_fluct_5min,mem_temp_fluct_5min,power_fluct_1min,core_temp_fluct_1min,mem_temp_fluct_1min,power_fluct_lifetime,core_temp_fluct_lifetime,mem_temp_fluct_lifetime,power_avg_lifetime,core_temp_avg_lifetime,mem_temp_avg_lifetime,power_min_lifetime,power_max_lifetime,power_range_lifetime,core_temp_min_lifetime,core_temp_max_lifetime,core_temp_range_lifetime,mem_temp_min_lifetime,mem_temp_max_lifetime,mem_temp_range_lifetime,n_zero_power,n_zero_core_temp,n_zero_mem_temp,power_mean_6h,power_min_6h,power_max_6h,power_range_6h,core_temp_mean_6h,core_temp_min_6h,core_temp_max_6h,core_temp_range_6h,mem_temp_mean_6h,mem_temp_min_6h,mem_temp_max_6h,mem_temp_range_6h,power_mean_1h,power_min_1h,power_max_1h,power_range_1h,core_temp_mean_1h,core_temp_min_1h,core_temp_max_1h,core_temp_range_1h,mem_temp_mean_1h,mem_temp_min_1h,mem_temp_max_1h,mem_temp_range_1h,power_mean_15min,power_min_15min,power_max_15min,power_range_15min,core_temp_mean_15min,core_temp_min_15min,core_temp_max_15min,core_temp_range_15min,mem_temp_mean_15min,mem_temp_min_15min,mem_temp_max_15min,mem_temp_range_15min,power_mean_5min,power_min_5min,power_max_5min,power_range_5min,core_temp_mean_5min,core_temp_min_5min,core_temp_max_5min,core_temp_range_5min,mem_temp_mean_5min,mem_temp_min_5min,mem_temp_max_5min,mem_temp_range_5min,power_mean_1min,power_min_1min,power_max_1min,power_range_1min,core_temp_mean_1min,core_temp_min_1min,core_temp_max_1min,core_temp_range_1min,mem_temp_mean_1min,mem_temp_min_1min,mem_temp_max_1min,mem_temp_range_1min
2554473.0,1090103979.0,209.0,176.0,33.0,1815,323,82,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.735128819,0.054587947,0.197540482,2.213003725,0.061632238,0.141550965,3.092517007,0.110204082,0.187755102,2.951417004,0.109311741,0.24291498,0.734693878,0.081632653,0.183673469,8.458934055,0.173541373,0.379000253,43.79189621,32.35667406,31.33463535,8.0,408.0,400.0,24.0,52.0,28.0,22.0,56.0,34.0,0,0,0,49.74243113,33.0,293.0,260.0,30.39802881,29.0,40.0,11.0,29.01172606,27.0,44.0,17.0,49.54440037,33.0,209.0,176.0,30.86389991,29.0,34.0,5.0,28.64418676,27.0,31.0,4.0,58.44498778,48.0,151.0,103.0,32.03178484,31.0,34.0,3.0,29.79584352,29.0,31.0,2.0,58.49635036,48.0,141.0,93.0,32.01824818,31.0,33.0,2.0,29.74452555,29.0,30.0,1.0,56.98181818,48.0,60.0,12.0,31.98181818,31.0,33.0,2.0,29.81818182,29.0,30.0,1.0
